Order_ID,Order_Date,Channel,Store_Location,Product_ID,Product_Name,Category,Unit_Price,Quantity_Sold,Sales_Amount,Inventory_Level,Reorder_Level,Customer_Segment,Payment_Method,Region
ORD0022,14-12-2025,Store,Bangalore,P1002,Smartphone,Electronics,30000,3,90000,261,17,Corporate,Credit Card,North
ORD0023,25-03-2025,Mobile App,Mumbai,P1002,Smartphone,Electronics,30000,5,150000,215,42,Consumer,Credit Card,South
ORD0024,25-10-2025,Mobile App,Hyderabad,P1003,Headphones,Electronics,3000,5,15000,30,40,Home Office,Cash,South
ORD0025,22-12-2025,Marketplace,Bangalore,P1003,Headphones,Electronics,3000,1,3000,436,46,Home Office,Credit Card,West
ORD0026,17-02-2025,Online,Hyderabad,P1006,T-Shirt,Clothing,800,4,3200,241,42,Home Office,Credit Card,West
ORD0027,12-07-2025,Marketplace,Hyderabad,P1003,Headphones,Electronics,3000,3,9000,485,37,Corporate,Debit Card,East
ORD0028,12-08-2025,Store,Pune,P1005,Desk,Furniture,12000,5,60000,314,49,Consumer,Credit Card,West
ORD0029,05-02-2025,Marketplace,Mumbai,P1004,Office Chair,Furniture,7000,1,7000,340,16,Home Office,Credit Card,North
ORD0030,21-05-2025,Online,Delhi,P1005,Desk,Furniture,12000,5,60000,67,25,Consumer,Cash,South
ORD0031,24-11-2025,Store,Hyderabad,P1001,Laptop,Electronics,60000,4,240000,447,13,Home Office,UPI,North
ORD0032,25-11-2025,Mobile App,Hyderabad,P1002,Smartphone,Electronics,30000,5,150000,171,19,Home Office,Credit Card,North
ORD0033,25-12-2025,Mobile App,Bangalore,P1003,Headphones,Electronics,3000,5,15000,95,45,Home Office,Cash,East
ORD0034,16-06-2025,Mobile App,Mumbai,P1007,Jeans,Clothing,2000,1,2000,360,46,Consumer,Net Banking,West
ORD0035,29-03-2025,Marketplace,Mumbai,P1009,Watch,Accessories,5000,1,5000,484,30,Consumer,Cash,North
ORD0036,06-03-2025,Mobile App,Hyderabad,P1001,Laptop,Electronics,60000,5,300000,321,38,Consumer,Cash,East
ORD0037,13-07-2025,Marketplace,Pune,P1003,Headphones,Electronics,3000,4,12000,260,50,Consumer,Cash,North
ORD0038,13-08-2025,Store,Delhi,P1005,Desk,Furniture,12000,3,36000,267,21,Consumer,Net Banking,South
ORD0039,29-08-2025,Mobile App,Delhi,P1002,Smartphone,Electronics,30000,2,60000,360,11,Corporate,Debit Card,South
ORD0040,26-12-2025,Mobile App,Hyderabad,P1008,Sneakers,Footwear,3500,1,3500,408,19,Home Office,Credit Card,South
ORD0041,17-04-2025,Marketplace,Pune,P1004,Office Chair,Furniture,7000,1,7000,196,45,Home Office,UPI,West
ORD0042,23-04-2025,Marketplace,Delhi,P1002,Smartphone,Electronics,30000,2,60000,321,45,Corporate,Debit Card,East
ORD0043,23-11-2025,Store,Pune,P1006,T-Shirt,Clothing,800,3,2400,157,14,Consumer,Debit Card,North
ORD0044,14-02-2025,Online,Delhi,P1001,Laptop,Electronics,60000,3,180000,407,45,Consumer,Credit Card,South
ORD0045,17-08-2025,Store,Pune,P1003,Headphones,Electronics,3000,4,12000,326,13,Corporate,Credit Card,West
ORD0046,06-12-2025,Online,Hyderabad,P1002,Smartphone,Electronics,30000,3,90000,65,11,Consumer,UPI,North
ORD0047,14-03-2025,Store,Delhi,P1006,T-Shirt,Clothing,800,1,800,57,32,Home Office,Credit Card,South
ORD0048,21-01-2025,Marketplace,Delhi,P1009,Watch,Accessories,5000,4,20000,479,39,Home Office,Cash,East
ORD0049,29-03-2025,Mobile App,Hyderabad,P1002,Smartphone,Electronics,30000,5,150000,249,29,Home Office,Debit Card,West
ORD0050,18-03-2025,Online,Pune,P1003,Headphones,Electronics,3000,3,9000,32,46,Corporate,Credit Card,West
ORD0051,13-02-2025,Store,Bangalore,P1004,Office Chair,Furniture,7000,2,14000,55,37,Corporate,Credit Card,West
ORD0052,16-08-2025,Marketplace,Bangalore,P1006,T-Shirt,Clothing,800,1,800,144,29,Consumer,Debit Card,East
ORD0053,12-07-2025,Store,Bangalore,P1007,Jeans,Clothing,2000,2,4000,381,46,Corporate,Net Banking,North
ORD0054,11-05-2025,Mobile App,Hyderabad,P1010,Backpack,Accessories,1500,4,6000,494,49,Consumer,Credit Card,South
ORD0055,24-08-2025,Store,Bangalore,P1001,Laptop,Electronics,60000,3,180000,122,33,Consumer,Net Banking,West
ORD0056,21-01-2025,Mobile App,Delhi,P1004,Office Chair,Furniture,7000,1,7000,342,50,Consumer,UPI,East
ORD0057,12-08-2025,Mobile App,Pune,P1001,Laptop,Electronics,60000,5,300000,260,47,Corporate,UPI,North
ORD0058,03-05-2025,Mobile App,Delhi,P1010,Backpack,Accessories,1500,3,4500,243,18,Home Office,Debit Card,North
ORD0059,10-08-2025,Marketplace,Mumbai,P1004,Office Chair,Furniture,7000,1,7000,29,38,Home Office,UPI,East
ORD0060,21-08-2025,Online,Delhi,P1009,Watch,Accessories,5000,2,10000,427,22,Home Office,Debit Card,West
ORD0061,18-07-2025,Marketplace,Pune,P1005,Desk,Furniture,12000,1,12000,395,47,Consumer,Debit Card,North
ORD0062,03-07-2025,Store,Bangalore,P1003,Headphones,Electronics,3000,2,6000,283,26,Consumer,Debit Card,South
ORD0063,09-10-2025,Store,Delhi,P1006,T-Shirt,Clothing,800,5,4000,362,44,Consumer,UPI,South
ORD0064,30-06-2025,Online,Pune,P1005,Desk,Furniture,12000,2,24000,467,19,Corporate,UPI,North
ORD0065,06-10-2025,Online,Delhi,P1009,Watch,Accessories,5000,1,5000,498,25,Consumer,Net Banking,West
ORD0066,09-10-2025,Marketplace,Mumbai,P1010,Backpack,Accessories,1500,4,6000,441,20,Corporate,UPI,East
ORD0067,15-01-2025,Marketplace,Hyderabad,P1004,Office Chair,Furniture,7000,3,21000,378,14,Home Office,Credit Card,East
ORD0068,29-05-2025,Mobile App,Delhi,P1006,T-Shirt,Clothing,800,5,4000,405,17,Consumer,Debit Card,North
ORD0069,05-08-2025,Online,Delhi,P1003,Headphones,Electronics,3000,3,9000,429,22,Corporate,UPI,East
ORD0070,26-09-2025,Store,Bangalore,P1009,Watch,Accessories,5000,3,15000,35,12,Corporate,UPI,East
ORD0071,06-05-2025,Online,Mumbai,P1002,Smartphone,Electronics,30000,4,120000,306,27,Corporate,Net Banking,West
ORD0072,20-12-2025,Marketplace,Mumbai,P1006,T-Shirt,Clothing,800,5,4000,112,50,Consumer,Cash,East
ORD0073,10-04-2025,Store,Bangalore,P1009,Watch,Accessories,5000,4,20000,245,22,Consumer,UPI,North
ORD0074,18-11-2025,Marketplace,Mumbai,P1008,Sneakers,Footwear,3500,5,17500,214,12,Consumer,Credit Card,West
ORD0075,28-12-2025,Marketplace,Pune,P1010,Backpack,Accessories,1500,3,4500,228,47,Corporate,Net Banking,East
ORD0076,22-05-2025,Marketplace,Pune,P1004,Office Chair,Furniture,7000,4,28000,76,29,Consumer,Credit Card,South
ORD0077,13-12-2025,Marketplace,Pune,P1004,Office Chair,Furniture,7000,2,14000,430,36,Corporate,Debit Card,East
ORD0078,21-09-2025,Online,Mumbai,P1003,Headphones,Electronics,3000,5,15000,164,13,Consumer,Net Banking,South
ORD0079,08-03-2025,Mobile App,Mumbai,P1006,T-Shirt,Clothing,800,3,2400,436,28,Corporate,Credit Card,North
ORD0080,22-09-2025,Online,Delhi,P1009,Watch,Accessories,5000,2,10000,363,15,Corporate,Net Banking,South
ORD0081,03-11-2025,Online,Pune,P1005,Desk,Furniture,12000,1,12000,128,15,Consumer,Credit Card,North
ORD0082,15-11-2025,Online,Mumbai,P1002,Smartphone,Electronics,30000,4,120000,494,25,Home Office,Credit Card,South
ORD0083,29-06-2025,Mobile App,Hyderabad,P1002,Smartphone,Electronics,30000,3,90000,215,49,Corporate,Debit Card,North
ORD0084,19-07-2025,Store,Pune,P1003,Headphones,Electronics,3000,3,9000,345,48,Home Office,Debit Card,North
ORD0085,02-08-2025,Marketplace,Pune,P1003,Headphones,Electronics,3000,1,3000,328,32,Home Office,UPI,South
ORD0086,22-05-2025,Mobile App,Mumbai,P1005,Desk,Furniture,12000,2,24000,237,10,Corporate,Debit Card,West
ORD0087,05-12-2025,Mobile App,Mumbai,P1008,Sneakers,Footwear,3500,5,17500,271,28,Corporate,Credit Card,West
ORD0088,03-06-2025,Store,Mumbai,P1008,Sneakers,Footwear,3500,2,7000,221,10,Home Office,Cash,South
ORD0089,21-12-2025,Mobile App,Delhi,P1006,T-Shirt,Clothing,800,3,2400,441,23,Corporate,Debit Card,West
ORD0090,04-06-2025,Marketplace,Delhi,P1008,Sneakers,Footwear,3500,1,3500,273,41,Corporate,Net Banking,North
ORD0091,09-06-2025,Mobile App,Hyderabad,P1007,Jeans,Clothing,2000,5,10000,299,38,Consumer,UPI,West
ORD0092,09-06-2025,Mobile App,Pune,P1006,T-Shirt,Clothing,800,5,4000,36,48,Home Office,Cash,North
ORD0093,17-02-2025,Marketplace,Hyderabad,P1008,Sneakers,Footwear,3500,2,7000,330,25,Home Office,UPI,South
ORD0094,18-08-2025,Mobile App,Pune,P1004,Office Chair,Furniture,7000,5,35000,180,50,Home Office,Debit Card,East
ORD0095,13-04-2025,Store,Hyderabad,P1006,T-Shirt,Clothing,800,4,3200,260,48,Corporate,UPI,South
ORD0096,07-03-2025,Store,Bangalore,P1004,Office Chair,Furniture,7000,1,7000,129,37,Corporate,Debit Card,East
ORD0097,16-01-2025,Mobile App,Delhi,P1007,Jeans,Clothing,2000,1,2000,25,14,Home Office,Credit Card,South
ORD0098,20-01-2025,Online,Bangalore,P1002,Smartphone,Electronics,30000,1,30000,418,32,Corporate,Debit Card,West
ORD0099,19-10-2025,Store,Hyderabad,P1002,Smartphone,Electronics,30000,1,30000,408,40,Home Office,Net Banking,East
ORD0100,10-09-2025,Mobile App,Delhi,P1007,Jeans,Clothing,2000,5,10000,233,19,Corporate,Credit Card,South
ORD0101,27-03-2025,Mobile App,Delhi,P1002,Smartphone,Electronics,30000,3,90000,86,22,Consumer,Net Banking,North
ORD0102,05-03-2025,Online,Pune,P1001,Laptop,Electronics,60000,3,180000,405,12,Consumer,Net Banking,South
ORD0103,26-02-2025,Marketplace,Delhi,P1006,T-Shirt,Clothing,800,3,2400,77,22,Corporate,Cash,South
ORD0104,15-01-2025,Online,Mumbai,P1001,Laptop,Electronics,60000,3,180000,473,40,Corporate,Debit Card,South
ORD0105,16-11-2025,Marketplace,Hyderabad,P1007,Jeans,Clothing,2000,3,6000,304,40,Corporate,Net Banking,East
ORD0106,05-02-2025,Marketplace,Mumbai,P1010,Backpack,Accessories,1500,5,7500,178,11,Home Office,Credit Card,West
ORD0107,07-05-2025,Mobile App,Mumbai,P1002,Smartphone,Electronics,30000,2,60000,150,44,Corporate,Cash,West
ORD0108,06-06-2025,Marketplace,Delhi,P1004,Office Chair,Furniture,7000,4,28000,459,16,Corporate,Debit Card,East
ORD0109,10-08-2025,Online,Hyderabad,P1008,Sneakers,Footwear,3500,1,3500,252,48,Consumer,Credit Card,North
ORD0110,23-04-2025,Online,Delhi,P1005,Desk,Furniture,12000,2,24000,425,21,Consumer,Debit Card,East
ORD0111,13-04-2025,Marketplace,Pune,P1009,Watch,Accessories,5000,5,25000,52,35,Consumer,Net Banking,South
ORD0112,13-11-2025,Store,Delhi,P1008,Sneakers,Footwear,3500,4,14000,328,14,Corporate,UPI,East
ORD0113,05-03-2025,Store,Hyderabad,P1006,T-Shirt,Clothing,800,2,1600,333,29,Consumer,UPI,West
ORD0114,21-07-2025,Mobile App,Mumbai,P1010,Backpack,Accessories,1500,5,7500,108,30,Corporate,UPI,East
ORD0115,17-02-2025,Store,Pune,P1005,Desk,Furniture,12000,4,48000,253,30,Home Office,Cash,West
ORD0116,23-07-2025,Mobile App,Bangalore,P1009,Watch,Accessories,5000,3,15000,99,34,Home Office,Net Banking,East
ORD0117,11-05-2025,Store,Mumbai,P1007,Jeans,Clothing,2000,1,2000,236,20,Consumer,Debit Card,West
ORD0118,15-05-2025,Online,Pune,P1007,Jeans,Clothing,2000,2,4000,413,26,Home Office,Cash,North
ORD0119,14-12-2025,Store,Hyderabad,P1008,Sneakers,Footwear,3500,4,14000,413,32,Consumer,Debit Card,East
ORD0120,29-05-2025,Online,Mumbai,P1010,Backpack,Accessories,1500,5,7500,377,32,Home Office,UPI,North
ORD0121,27-06-2025,Store,Mumbai,P1002,Smartphone,Electronics,30000,1,30000,420,21,Consumer,Debit Card,West
ORD0122,03-06-2025,Marketplace,Delhi,P1008,Sneakers,Footwear,3500,1,3500,269,14,Home Office,Debit Card,North
ORD0123,20-05-2025,Online,Pune,P1005,Desk,Furniture,12000,4,48000,306,26,Consumer,Credit Card,West
ORD0124,02-04-2025,Marketplace,Bangalore,P1005,Desk,Furniture,12000,1,12000,323,42,Home Office,Cash,North
ORD0125,09-04-2025,Marketplace,Delhi,P1004,Office Chair,Furniture,7000,2,14000,41,17,Corporate,Debit Card,East
ORD0126,01-11-2025,Mobile App,Mumbai,P1006,T-Shirt,Clothing,800,1,800,298,17,Home Office,Credit Card,East
ORD0127,10-10-2025,Store,Mumbai,P1009,Watch,Accessories,5000,2,10000,33,12,Corporate,UPI,West
ORD0128,23-04-2025,Marketplace,Mumbai,P1001,Laptop,Electronics,60000,4,240000,167,29,Home Office,Debit Card,West
ORD0129,23-01-2025,Marketplace,Delhi,P1003,Headphones,Electronics,3000,2,6000,331,41,Home Office,Credit Card,West
ORD0130,21-03-2025,Mobile App,Delhi,P1006,T-Shirt,Clothing,800,2,1600,377,40,Consumer,Net Banking,North
ORD0131,21-10-2025,Mobile App,Bangalore,P1010,Backpack,Accessories,1500,1,1500,86,12,Corporate,Credit Card,North
ORD0132,07-03-2025,Marketplace,Pune,P1003,Headphones,Electronics,3000,2,6000,306,15,Corporate,Credit Card,North
ORD0133,20-11-2025,Marketplace,Hyderabad,P1002,Smartphone,Electronics,30000,2,60000,428,45,Home Office,Net Banking,South
ORD0134,06-02-2025,Marketplace,Mumbai,P1006,T-Shirt,Clothing,800,2,1600,470,31,Corporate,Debit Card,South
ORD0135,17-05-2025,Marketplace,Pune,P1008,Sneakers,Footwear,3500,1,3500,414,46,Home Office,Cash,East
ORD0136,28-07-2025,Marketplace,Mumbai,P1008,Sneakers,Footwear,3500,5,17500,62,31,Consumer,Credit Card,West
ORD0137,11-12-2025,Mobile App,Bangalore,P1003,Headphones,Electronics,3000,4,12000,331,41,Corporate,Cash,West
ORD0138,20-12-2025,Marketplace,Delhi,P1001,Laptop,Electronics,60000,1,60000,303,45,Consumer,UPI,West
ORD0139,15-03-2025,Mobile App,Delhi,P1008,Sneakers,Footwear,3500,1,3500,429,50,Corporate,UPI,West
ORD0140,11-09-2025,Online,Delhi,P1001,Laptop,Electronics,60000,4,240000,73,25,Consumer,Debit Card,West
ORD0141,12-03-2025,Mobile App,Mumbai,P1003,Headphones,Electronics,3000,4,12000,331,48,Consumer,Cash,West
ORD0142,27-07-2025,Marketplace,Hyderabad,P1007,Jeans,Clothing,2000,5,10000,375,25,Consumer,Credit Card,West
ORD0143,07-05-2025,Mobile App,Mumbai,P1001,Laptop,Electronics,60000,4,240000,439,13,Consumer,Net Banking,West
ORD0144,11-03-2025,Marketplace,Hyderabad,P1008,Sneakers,Footwear,3500,3,10500,353,50,Consumer,Credit Card,South
ORD0145,10-01-2025,Online,Delhi,P1010,Backpack,Accessories,1500,4,6000,48,27,Corporate,Net Banking,West
ORD0146,13-05-2025,Store,Delhi,P1005,Desk,Furniture,12000,1,12000,161,28,Corporate,Debit Card,East
ORD0147,05-07-2025,Mobile App,Hyderabad,P1006,T-Shirt,Clothing,800,2,1600,89,36,Corporate,Net Banking,East
ORD0148,18-12-2025,Online,Mumbai,P1008,Sneakers,Footwear,3500,5,17500,395,26,Consumer,Net Banking,South
ORD0149,05-01-2025,Marketplace,Bangalore,P1004,Office Chair,Furniture,7000,5,35000,253,18,Corporate,UPI,South
ORD0150,01-02-2025,Store,Pune,P1010,Backpack,Accessories,1500,3,4500,426,46,Corporate,Debit Card,South
ORD0151,24-07-2025,Marketplace,Hyderabad,P1001,Laptop,Electronics,60000,1,60000,418,44,Consumer,Cash,South
ORD0152,20-05-2025,Mobile App,Delhi,P1004,Office Chair,Furniture,7000,3,21000,206,13,Home Office,Net Banking,West
ORD0153,25-08-2025,Online,Mumbai,P1009,Watch,Accessories,5000,3,15000,294,31,Corporate,UPI,East
ORD0154,20-06-2025,Marketplace,Mumbai,P1002,Smartphone,Electronics,30000,3,90000,378,20,Home Office,Cash,South
ORD0155,22-04-2025,Online,Pune,P1006,T-Shirt,Clothing,800,3,2400,63,27,Consumer,Debit Card,East
ORD0156,25-06-2025,Online,Pune,P1009,Watch,Accessories,5000,3,15000,397,26,Home Office,Credit Card,East
ORD0157,04-01-2025,Store,Pune,P1004,Office Chair,Furniture,7000,4,28000,232,18,Consumer,Cash,North
ORD0158,14-03-2025,Marketplace,Pune,P1002,Smartphone,Electronics,30000,5,150000,154,11,Corporate,UPI,North
ORD0159,12-05-2025,Store,Pune,P1006,T-Shirt,Clothing,800,2,1600,206,46,Consumer,Cash,East
ORD0160,19-09-2025,Store,Hyderabad,P1009,Watch,Accessories,5000,5,25000,438,33,Consumer,Cash,North
ORD0161,14-12-2025,Online,Bangalore,P1005,Desk,Furniture,12000,2,24000,32,17,Consumer,Credit Card,East
ORD0162,12-08-2025,Mobile App,Pune,P1007,Jeans,Clothing,2000,5,10000,344,13,Consumer,Credit Card,North
ORD0163,10-04-2025,Online,Bangalore,P1007,Jeans,Clothing,2000,4,8000,256,30,Corporate,UPI,West
ORD0164,09-07-2025,Mobile App,Pune,P1005,Desk,Furniture,12000,4,48000,242,34,Consumer,Credit Card,West
ORD0165,06-10-2025,Marketplace,Delhi,P1010,Backpack,Accessories,1500,4,6000,469,50,Corporate,Debit Card,North
ORD0166,12-02-2025,Store,Bangalore,P1001,Laptop,Electronics,60000,1,60000,493,23,Consumer,Credit Card,West
ORD0167,24-02-2025,Marketplace,Delhi,P1006,T-Shirt,Clothing,800,1,800,334,17,Consumer,Net Banking,East
ORD0168,16-07-2025,Marketplace,Hyderabad,P1006,T-Shirt,Clothing,800,5,4000,161,10,Corporate,Credit Card,East
ORD0169,14-04-2025,Online,Hyderabad,P1003,Headphones,Electronics,3000,5,15000,228,25,Home Office,Net Banking,West
ORD0170,20-06-2025,Store,Hyderabad,P1005,Desk,Furniture,12000,3,36000,474,20,Home Office,Cash,East
ORD0171,22-09-2025,Store,Bangalore,P1001,Laptop,Electronics,60000,2,120000,342,27,Home Office,Credit Card,North
ORD0172,30-10-2025,Store,Delhi,P1009,Watch,Accessories,5000,1,5000,240,42,Corporate,Cash,North
ORD0173,16-02-2025,Mobile App,Hyderabad,P1005,Desk,Furniture,12000,5,60000,425,18,Corporate,Credit Card,South
ORD0174,26-12-2025,Marketplace,Pune,P1010,Backpack,Accessories,1500,5,7500,47,20,Corporate,Credit Card,West
ORD0175,14-04-2025,Mobile App,Delhi,P1005,Desk,Furniture,12000,2,24000,401,40,Consumer,Net Banking,East
ORD0176,31-12-2025,Online,Pune,P1006,T-Shirt,Clothing,800,1,800,115,15,Home Office,Debit Card,West
ORD0177,10-09-2025,Online,Pune,P1007,Jeans,Clothing,2000,5,10000,75,39,Corporate,Credit Card,South
ORD0178,06-01-2025,Marketplace,Delhi,P1003,Headphones,Electronics,3000,1,3000,307,19,Consumer,Debit Card,East
ORD0179,26-04-2025,Online,Hyderabad,P1005,Desk,Furniture,12000,4,48000,453,20,Home Office,Net Banking,South
ORD0180,24-07-2025,Marketplace,Bangalore,P1004,Office Chair,Furniture,7000,1,7000,469,43,Consumer,Net Banking,East
ORD0181,12-07-2025,Online,Mumbai,P1002,Smartphone,Electronics,30000,2,60000,474,12,Corporate,Credit Card,West
ORD0182,27-07-2025,Online,Pune,P1005,Desk,Furniture,12000,5,60000,453,28,Corporate,Credit Card,North
ORD0183,15-05-2025,Marketplace,Delhi,P1007,Jeans,Clothing,2000,3,6000,228,13,Home Office,Net Banking,South
ORD0184,11-05-2025,Mobile App,Pune,P1005,Desk,Furniture,12000,3,36000,449,38,Corporate,Credit Card,South
ORD0185,25-09-2025,Online,Delhi,P1004,Office Chair,Furniture,7000,4,28000,318,37,Home Office,Cash,West
ORD0186,03-07-2025,Store,Mumbai,P1008,Sneakers,Footwear,3500,2,7000,78,37,Home Office,Net Banking,North
ORD0187,19-05-2025,Online,Pune,P1003,Headphones,Electronics,3000,2,6000,97,19,Corporate,Credit Card,West
ORD0188,18-12-2025,Mobile App,Delhi,P1004,Office Chair,Furniture,7000,2,14000,104,17,Home Office,Debit Card,East
ORD0189,14-01-2025,Mobile App,Pune,P1008,Sneakers,Footwear,3500,3,10500,352,34,Corporate,Net Banking,West
ORD0190,23-07-2025,Marketplace,Pune,P1007,Jeans,Clothing,2000,3,6000,486,10,Consumer,Debit Card,East
ORD0191,28-11-2025,Store,Bangalore,P1001,Laptop,Electronics,60000,5,300000,164,17,Consumer,Cash,North
ORD0192,30-08-2025,Store,Bangalore,P1010,Backpack,Accessories,1500,1,1500,197,18,Consumer,Cash,East
ORD0193,24-07-2025,Store,Delhi,P1010,Backpack,Accessories,1500,1,1500,416,11,Consumer,Cash,South
ORD0194,15-03-2025,Mobile App,Bangalore,P1001,Laptop,Electronics,60000,2,120000,43,21,Corporate,Cash,South
ORD0195,13-10-2025,Mobile App,Hyderabad,P1010,Backpack,Accessories,1500,1,1500,258,48,Corporate,Net Banking,North
ORD0196,26-02-2025,Mobile App,Hyderabad,P1006,T-Shirt,Clothing,800,5,4000,105,39,Corporate,Credit Card,East
ORD0197,24-10-2025,Store,Mumbai,P1002,Smartphone,Electronics,30000,2,60000,289,28,Corporate,Debit Card,South
ORD0198,04-01-2025,Mobile App,Hyderabad,P1003,Headphones,Electronics,3000,2,6000,22,46,Corporate,UPI,West
ORD0199,31-03-2025,Store,Bangalore,P1009,Watch,Accessories,5000,4,20000,462,46,Corporate,Debit Card,North
ORD0200,03-05-2025,Store,Delhi,P1003,Headphones,Electronics,3000,3,9000,422,13,Consumer,UPI,East
ORD0201,25-05-2025,Mobile App,Delhi,P1004,Office Chair,Furniture,7000,3,21000,241,40,Consumer,Net Banking,West
ORD0202,07-02-2025,Store,Delhi,P1007,Jeans,Clothing,2000,1,2000,238,22,Home Office,UPI,North
ORD0203,07-01-2025,Marketplace,Hyderabad,P1005,Desk,Furniture,12000,4,48000,213,37,Corporate,Net Banking,North
ORD0204,21-11-2025,Online,Delhi,P1008,Sneakers,Footwear,3500,4,14000,144,30,Home Office,UPI,South
ORD0205,28-05-2025,Store,Delhi,P1001,Laptop,Electronics,60000,5,300000,314,30,Consumer,Debit Card,North
ORD0206,01-02-2025,Mobile App,Delhi,P1005,Desk,Furniture,12000,5,60000,272,21,Home Office,Debit Card,North
ORD0207,06-12-2025,Mobile App,Hyderabad,P1002,Smartphone,Electronics,30000,2,60000,401,16,Corporate,UPI,West
ORD0208,07-02-2025,Store,Mumbai,P1009,Watch,Accessories,5000,3,15000,322,14,Home Office,Cash,East
ORD0209,23-03-2025,Marketplace,Mumbai,P1004,Office Chair,Furniture,7000,3,21000,274,15,Consumer,Cash,South
ORD0210,27-01-2025,Store,Pune,P1009,Watch,Accessories,5000,4,20000,385,17,Consumer,UPI,North
ORD0211,21-07-2025,Store,Mumbai,P1003,Headphones,Electronics,3000,2,6000,355,12,Consumer,Net Banking,East
ORD0212,04-07-2025,Mobile App,Mumbai,P1005,Desk,Furniture,12000,2,24000,99,10,Consumer,Credit Card,North
ORD0213,22-02-2025,Store,Delhi,P1010,Backpack,Accessories,1500,5,7500,265,27,Home Office,Cash,South
ORD0214,06-11-2025,Store,Mumbai,P1006,T-Shirt,Clothing,800,4,3200,216,10,Corporate,Cash,East
ORD0215,22-02-2025,Store,Hyderabad,P1003,Headphones,Electronics,3000,5,15000,455,19,Corporate,UPI,East
ORD0216,19-02-2025,Store,Bangalore,P1005,Desk,Furniture,12000,5,60000,125,23,Consumer,Debit Card,South
ORD0217,13-01-2025,Marketplace,Pune,P1002,Smartphone,Electronics,30000,5,150000,84,43,Home Office,Cash,North
ORD0218,21-07-2025,Online,Bangalore,P1003,Headphones,Electronics,3000,3,9000,227,17,Consumer,Net Banking,North
ORD0219,26-06-2025,Marketplace,Mumbai,P1007,Jeans,Clothing,2000,2,4000,332,42,Consumer,Net Banking,East
ORD0220,09-04-2025,Store,Mumbai,P1001,Laptop,Electronics,60000,4,240000,477,11,Home Office,Cash,South
ORD0221,08-02-2025,Store,Mumbai,P1009,Watch,Accessories,5000,2,10000,446,13,Consumer,Credit Card,South
ORD0222,10-01-2025,Marketplace,Bangalore,P1008,Sneakers,Footwear,3500,2,7000,343,29,Corporate,UPI,West
ORD0223,30-09-2025,Marketplace,Mumbai,P1010,Backpack,Accessories,1500,5,7500,319,15,Corporate,Net Banking,East
ORD0224,15-12-2025,Store,Bangalore,P1001,Laptop,Electronics,60000,2,120000,72,28,Consumer,Credit Card,North
